OTU 1	OTU 2	corr	pval	abs
AY85047511248	AB61505111516	0.449643401	0	0.449643401
GQ17550911455	DQ05739811389	0.449703935	0	0.449703935
DQ80069111403	DQ45595811447	0.449786796	0	0.449786796
GQ44909211375	GQ86425211491	0.44985538	0	0.44985538
DQ05738311395	HQ78298711439	0.450041686	0	0.450041686
FJ36774511325	GU30304711480	0.450068746	0	0.450068746
AY85047511248	AY91629411399	0.450075307	0	0.450075307
AY85047311278	CDYM01011941163183164690	0.450098688	0	0.450098688
AB50638211509	HQ78298711439	0.450140919	0	0.450140919
AB96960111522	DQ45629911422	0.450214894	0	0.450214894
FJ37067611358	HQ78392411435	0.450224999	0	0.450224999
GQ49144711367	HQ76509711454	0.45026658	0	0.45026658
GU30304711480	JADE01000006184367185846	0.450344652	0	0.450344652
DQ79331511293	KF84343511433	0.450354594	0	0.450354594
DQ79373911403	DQ45619711490	0.450472596	0	0.450472596
JF92030911340	GQ13340211374	0.450524051	0	0.450524051
GU30309611487	HM18496811494	0.450528017	0	0.450528017
AJ81213811313	DQ45595811447	0.450578238	0	0.450578238
AY85047511248	GU30304711480	0.450587572	0	0.450587572
DQ45629911422	DQ05736511393	0.450605927	0	0.450605927
HW06628411495	GQ13012211447	0.450635332	0	0.450635332
HQ81483311443	DQ45647811451	0.450645618	0	0.450645618
GU30309611487	GQ87173611483	0.450657632	0	0.450657632
AY85047311278	JQ18509211328	0.450694129	0	0.450694129
DQ45587611442	AF37622911349	0.45072171	0	0.45072171
EU46426111366	AB50636411521	0.450839945	0	0.450839945
HW06628411495	HQ81483311443	0.450980543	0	0.450980543
GQ45127311498	FN66728811488	0.451084186	0	0.451084186
HW06628411495	DQ45595811447	0.451152114	0	0.451152114
GQ26792111489	HM30633011392	0.451155135	0	0.451155135
JX09563111390	DQ80658811403	0.451225874	0	0.451225874
ABGD0200002118683380	HQ78789311439	0.451306875	0	0.451306875
AB93485211327	DQ80866911368	0.451323141	0	0.451323141
GQ17545811439	GU17991711382	0.451380536	0	0.451380536
GQ87173111497	DQ05738711394	0.451469996	0	0.451469996
GQ17550911455	KF84254211376	0.451472264	0	0.451472264
DQ79331511293	DQ80866911368	0.451595828	0	0.451595828
AY97925411338	JF92030911340	0.45171387	0	0.45171387
FJ95186911490	HM81703611354	0.451859179	0	0.451859179
JN00130311458	HQ76509711454	0.451862769	0	0.451862769
AM27891811450	DQ45585311451	0.451939721	0	0.451939721
GQ49144711367	DQ05736511393	0.451953911	0	0.451953911
AM93037211464	DQ05736511393	0.452058963	0	0.452058963
GQ86728911454	GQ17542711430	0.452062989	0	0.452062989
BALC01000015511634	DQ79331511293	0.452082991	0	0.452082991
KF49452111281	HQ78392411435	0.452142104	0	0.452142104
GU12817511435	FN66739211495	0.452144658	0	0.452144658
FJ37067611358	DQ80166411390	0.452227867	0	0.452227867
FJ97861911406	HM82243111353	0.452309545	0	0.452309545
GQ44869111388	FN66728811488	0.452313852	0	0.452313852
GQ17537511452	AF37622611329	0.452334039	0	0.452334039
AF37622911349	DQ05738711394	0.452382998	0	0.452382998
KR06847111490	FN66728811488	0.4523994	0	0.4523994
DQ79917111319	DQ05736511393	0.452466761	0	0.452466761
HQ78789311439	DQ05738711394	0.452519919	0	0.452519919
GQ44909211375	HM18496811494	0.452557913	0	0.452557913
DQ45587611442	EF02523011453	0.452676349	0	0.452676349
FJ50693011375	DQ05737511392	0.452816055	0	0.452816055
GQ49138911368	GQ86744511457	0.452829626	0	0.452829626
EF02527511437	EF02527311453	0.452873677	0	0.452873677
DQ45616211455	HK55708931395	0.452973781	0	0.452973781
AM27891811450	AB61505111516	0.453085647	0	0.453085647
EF40057011480	DQ05736511393	0.45313505	0	0.45313505
AY91629411399	FN66728811488	0.453189899	0	0.453189899
HQ81505411440	DQ05748011449	0.453333944	0	0.453333944
DQ80658811403	GQ87173611483	0.453403672	0	0.453403672
EU46426111366	GQ44869111388	0.453460696	0	0.453460696
HW06626611495	GQ49162711358	0.453485486	0	0.453485486
AF37620111336	AB50636411521	0.453503656	0	0.453503656
GQ17542711430	GQ17541411431	0.453505891	0	0.453505891
AM93037211464	GQ49162711358	0.45356097	0	0.45356097
JADE01000006184367185846	DQ45604411449	0.453611952	0	0.453611952
FN56330011447	FJ97861911406	0.453799728	0	0.453799728
GU17991711382	DQ05738711394	0.453808845	0	0.453808845
HW06628811503	AY85047311278	0.453924457	0	0.453924457
AY97925411338	GQ86425211491	0.453944167	0	0.453944167
GQ86755811454	GQ49162711358	0.453966884	0	0.453966884
HQ76509711454	KF49452111281	0.453994417	0	0.453994417
HQ76509711454	EF02523011453	0.454053425	0	0.454053425
FJ95069411472	KF84251011388	0.454154027	0	0.454154027
DQ05738311395	GQ44909211375	0.454167547	0	0.454167547
JQ18852011340	AY85047311278	0.454177899	0	0.454177899
DQ05742211460	FN66739211495	0.454203983	0	0.454203983
HQ78789311439	HM83061311350	0.454278154	0	0.454278154
GU30304711480	DQ80866911368	0.454372707	0	0.454372707
AF37620111336	GQ17542711430	0.454379061	0	0.454379061
AB96960111522	DQ07152111496	0.454381136	0	0.454381136
AB61505111516	HM18496811494	0.454624823	0	0.454624823
EU46426111366	GQ13012211447	0.454783023	0	0.454783023
GQ86744511457	HQ81483311443	0.454905725	0	0.454905725
GQ17550911455	GQ49161611341	0.454923084	0	0.454923084
HQ81483311443	DQ05738511392	0.454968964	0	0.454968964
AF37623111347	GQ13340211374	0.455030642	0	0.455030642
GQ44869111388	DQ45595811447	0.455090647	0	0.455090647
AM27891811450	DQ05740211391	0.455098507	0	0.455098507
JX09563111390	BALC01000015511634	0.455148931	0	0.455148931
JADE01000006184367185846	DQ79331511293	0.455151444	0	0.455151444
GQ17545811439	AM27891811450	0.455231171	0	0.455231171
GQ17545811439	DQ45589611455	0.455269083	0	0.455269083
DQ34233411517	AY85047311278	0.455321928	0	0.455321928
GQ87172811492	KF84251011388	0.455324972	0	0.455324972
AY91633611350	AB50636411521	0.455364806	0	0.455364806
AY85047311278	GQ44825311400	0.455409013	0	0.455409013
DQ79373911403	AB50636411521	0.455440473	0	0.455440473
KF84205511421	KF84331011418	0.455564694	0	0.455564694
FJ36774511325	JQ18332411323	0.455568283	0	0.455568283
EU46426111366	JADE01000006184367185846	0.455570169	0	0.455570169
DQ05740211391	DQ45647811451	0.455594705	0	0.455594705
BALC01000015511634	DQ80658811403	0.455613608	0	0.455613608
AM27891811450	JX09563111390	0.45562556	0	0.45562556
FJ95069411472	EU51046611420	0.455684451	0	0.455684451
AY85047511248	GQ86728911454	0.455693647	0	0.455693647
GQ17545811439	FN66739211495	0.455755952	0	0.455755952
GQ17550911455	EF02523011453	0.455780783	0	0.455780783
AB93485211327	BALC01000015511634	0.455787346	0	0.455787346
JADE01000006184367185846	HQ78061411484	0.455791759	0	0.455791759
GQ49161611341	GQ13340211374	0.455843413	0	0.455843413
HQ81505411440	JQ24809611505	0.455953264	0	0.455953264
HW06628411495	KF84261711434	0.455995017	0	0.455995017
AY91629411399	AM27891811450	0.456014167	0	0.456014167
FJ95069411472	FN66708411493	0.45601709	0	0.45601709
GQ13012211447	DQ80866911368	0.456017137	0	0.456017137
KF84343511433	HQ78061411484	0.456090465	0	0.456090465
GQ49162711358	EF40057011480	0.456167422	0	0.456167422
AF37620111336	GQ44847111385	0.456339596	0	0.456339596
GQ86744511457	GQ49325211363	0.456495331	0	0.456495331
DQ79428011399	AY85047311278	0.456514051	0	0.456514051
GQ49144711367	DQ80166411390	0.456644082	0	0.456644082
GQ86728911454	DQ45607611438	0.456693845	0	0.456693845
HQ75206111437	HW06645311493	0.456817355	0	0.456817355
DQ05741111426	HM30633011392	0.456972208	0	0.456972208
GQ49144711367	GQ49162711358	0.456975497	0	0.456975497
DQ05736811392	HQ80614611448	0.457084179	0	0.457084179
DQ05736811392	DQ05740211391	0.457102879	0	0.457102879
AB96960111522	DQ45616211455	0.457273309	0	0.457273309
ADCP0200000111632431164781	DQ45607611438	0.45730242	0	0.45730242
FJ95186911490	GQ35849611365	0.457310261	0	0.457310261
GQ17550911455	DQ05736511393	0.457349234	0	0.457349234
GU30304711480	BALC01000015511634	0.457398983	0	0.457398983
GQ13012211447	GU30309611487	0.457407929	0	0.457407929
GQ49138911368	DQ80166411390	0.457553674	0	0.457553674
HM12426011479	JF92030911340	0.457583916	0	0.457583916
GQ86744511457	GQ13340211374	0.457617192	0	0.457617192
FN56328811442	KF49452111281	0.457618679	0	0.457618679
DQ79917111319	HQ76509711454	0.457618796	0	0.457618796
GQ49161611341	GQ44879311388	0.457621328	0	0.457621328
GQ17545811439	HQ81483311443	0.457660076	0	0.457660076
GQ86744511457	DQ45637711455	0.457668454	0	0.457668454
GQ86744511457	HQ78298711439	0.457688733	0	0.457688733
AB96960111522	HW06645311493	0.457699897	0	0.457699897
DQ05738511392	FN66739211495	0.457703787	0	0.457703787
AM27891811450	HQ78061411484	0.457735336	0	0.457735336
GQ86744511457	DQ80166411390	0.457761423	0	0.457761423
GU30309611487	JADE01000006184367185846	0.457764794	0	0.457764794
HM84440911353	FJ97861911406	0.457837082	0	0.457837082
AB96960111522	GQ87172811492	0.457945803	0	0.457945803
DQ05738711394	GQ86425211491	0.457957277	0	0.457957277
KF84261711434	DQ45604411449	0.4580937	0	0.4580937
HW06628411495	DQ05740211391	0.458139956	0	0.458139956
FJ97861911406	FN56329011451	0.458245707	0	0.458245707
DQ45643411440	DQ34233411517	0.458251271	0	0.458251271
DQ45587611442	DQ45616211455	0.458264147	0	0.458264147
AY91633611350	FN66728811488	0.45846056	0	0.45846056
AM27891811450	GQ44841811378	0.458478546	0	0.458478546
KR06847111490	DQ45595811447	0.458510113	0	0.458510113
FJ36299611347	DQ45647811451	0.458638959	0	0.458638959
AY85047511248	AB93485211327	0.458672242	0	0.458672242
AY91636111356	DQ80658811403	0.458742766	0	0.458742766
FJ50693011375	DQ05738511392	0.458910972	0	0.458910972
GU30309611487	DQ80866911368	0.458967733	0	0.458967733
DQ45595811447	GQ45127311498	0.459024886	0	0.459024886
GQ13574111431	AB05010611404	0.45903676	0	0.45903676
GQ44835911396	EU76163311362	0.459132286	0	0.459132286
GQ44892911311	HM30633011392	0.459135069	0	0.459135069
GU30309611487	KF84343511433	0.459152819	0	0.459152819
HQ78061411484	DQ80658811403	0.459184344	0	0.459184344
AB93485211327	AM27891811450	0.45919172	0	0.45919172
DQ45637711455	HQ78392411435	0.459198656	0	0.459198656
AY97925411338	DQ45616211455	0.459351978	0	0.459351978
GQ86728911454	AJ81213811313	0.459382291	0	0.459382291
GQ87173111497	HM18496811494	0.459392522	0	0.459392522
DQ05736511393	GQ49325211363	0.459507503	0	0.459507503
GQ86744511457	EF02523011453	0.459511012	0	0.459511012
GQ13012211447	HM18496811494	0.459542082	0	0.459542082
GQ86728911454	FN66728811488	0.459614965	0	0.459614965
HM18496811494	HQ78061411484	0.459630701	0	0.459630701
AY85047311278	DQ80069111403	0.45974382	0	0.45974382
GQ13574111431	KF84205511421	0.45974996	0	0.45974996
HM12426011479	GU12817511435	0.459878887	0	0.459878887
GQ87172811492	AM40447711484	0.45990771	0	0.45990771
JF92030911340	DQ45616211455	0.460050893	0	0.460050893
FJ37067611358	HQ75182011441	0.460197408	0	0.460197408
DQ45643411440	AM27891811450	0.460201913	0	0.460201913
AM27891811450	GU30304711480	0.460325853	0	0.460325853
DQ05742211460	DQ79357611392	0.460348772	0	0.460348772
HM81322711345	JQ18852011340	0.460355563	0	0.460355563
DQ45629911422	GQ49162711358	0.460407394	0	0.460407394
DQ45616211455	EF02523011453	0.46044572	0	0.46044572
GQ86728911454	GQ13012211447	0.46050169	0	0.46050169
JQ18332411323	DQ80658811403	0.460601662	0	0.460601662
AY85047511248	AB50636411521	0.460706822	0	0.460706822
GQ44909211375	GQ44841811378	0.460707426	0	0.460707426
HQ76509711454	DQ05738511392	0.460805863	0	0.460805863
JQ18332411323	BALC01000015511634	0.460869677	0	0.460869677
GQ17545811439	DQ79373911403	0.461182269	0	0.461182269
GQ17550911455	GU17991711382	0.461412988	0	0.461412988
DQ45643411440	AY97925411338	0.46146422	0	0.46146422
GQ17539111436	DQ45615511438	0.461608185	0	0.461608185
AY91633611350	AM27891811450	0.461687005	0	0.461687005
GQ44841811378	DQ45595811447	0.461730019	0	0.461730019
JX09563111390	HM18496811494	0.461730774	0	0.461730774
GQ86728911454	AB50636411521	0.461856854	0	0.461856854
DQ45604411449	DQ45595811447	0.4618909	0	0.4618909
EU46426111366	DQ80866911368	0.462012671	0	0.462012671
HQ78789311439	DQ45616211455	0.462065934	0	0.462065934
GQ17550911455	JN00130311458	0.462078481	0	0.462078481
GQ86425211491	GQ44825311400	0.462188749	0	0.462188749
GQ44909211375	DQ05738711394	0.462385258	0	0.462385258
HM83061311350	GU12817511435	0.462425678	0	0.462425678
HQ75182011441	GQ49325211363	0.462448082	0	0.462448082
HQ76509711454	EF40057011480	0.46246522	0	0.46246522
FJ50693011375	GQ44909211375	0.462473359	0	0.462473359
AY97925411338	GQ44909211375	0.462481328	0	0.462481328
GQ17550911455	DQ79373911403	0.462508391	0	0.462508391
AY91629411399	DQ45595811447	0.462561606	0	0.462561606
KC56110911508	KF84220311417	0.462586465	0	0.462586465
KF84213511408	HM30633011392	0.462602397	0	0.462602397
AB93485211327	FJ36774511325	0.462649006	0	0.462649006
FJ97861911406	HM83061311350	0.462885677	0	0.462885677
GQ17550911455	GQ44841811378	0.46292749	0	0.46292749
AY85047511248	DQ80658811403	0.462992958	0	0.462992958
JX09563111390	DQ80866911368	0.463037414	0	0.463037414
DQ80658811403	DQ80866911368	0.463214274	0	0.463214274
DQ05738511392	DQ45616211455	0.463352802	0	0.463352802
FP92906038375503	HQ75182011441	0.463360066	0	0.463360066
FJ36774511325	DQ80658811403	0.463384909	0	0.463384909
DQ05742211460	GU12817511435	0.463421193	0	0.463421193
FJ94706511274	DQ80166411390	0.463547773	0	0.463547773
JADE01000006184367185846	DQ80658811403	0.463552194	0	0.463552194
GQ87173111497	GQ49161611341	0.463599154	0	0.463599154
AB96960111522	GQ49138911368	0.463620615	0	0.463620615
FJ50693011375	DQ45647811451	0.463638643	0	0.463638643
AY85047511248	HQ78061411484	0.463658096	0	0.463658096
GU12817511435	GQ44847111385	0.46382076	0	0.46382076
GQ44869111388	AM27891811450	0.463828126	0	0.463828126
HQ78298711439	GQ44879311388	0.463879631	0	0.463879631
GQ17545811439	DQ05739811389	0.463897608	0	0.463897608
AF37622411330	GQ44879311388	0.463900266	0	0.463900266
DQ45637711455	HQ76509711454	0.463966193	0	0.463966193
AB93485211327	HM18496811494	0.464012735	0	0.464012735
FJ36774511325	KF84343511433	0.464039379	0	0.464039379
KF84343511433	DQ80658811403	0.464072701	0	0.464072701
HQ78061411484	DQ80866911368	0.464130647	0	0.464130647
DQ80069111403	FN66728811488	0.464184024	0	0.464184024
HQ76509711454	DQ45629911422	0.464265195	0	0.464265195
AY85047511248	JX09563111390	0.464281358	0	0.464281358
GQ35845411364	GU12817511435	0.464315903	0	0.464315903
KM81910511525	KF84205811407	0.464395271	0	0.464395271
AY91633611350	KF84261711434	0.464447824	0	0.464447824
HQ76509711454	FJ51300511375	0.46465178	0	0.46465178
FP92906038375503	DQ05740211391	0.464712315	0	0.464712315
HQ78298711439	DQ79376411391	0.464736367	0	0.464736367
AY85047511248	AJ81213811313	0.464796418	0	0.464796418
AB50636411521	DQ45632411450	0.464803155	0	0.464803155
GQ87172811492	HQ75182011441	0.46483415	0	0.46483415
KF84261711434	AB61505111516	0.46489907	0	0.46489907
HQ81483311443	KF49452111281	0.464958355	0	0.464958355
DQ45582811453	HQ80614611448	0.465146705	0	0.465146705
HQ81505411440	GQ17542711430	0.465147479	0	0.465147479
GQ87173111497	DQ05737511392	0.465148933	0	0.465148933
AY85047511248	JQ18332411323	0.465248237	0	0.465248237
GQ44909211375	AM27891811450	0.465263548	0	0.465263548
DQ45616211455	DQ79357611392	0.465276088	0	0.465276088
DQ05738311395	DQ05739811389	0.465376945	0	0.465376945
HM18496811494	DQ80658811403	0.465461931	0	0.465461931
DQ45595811447	GQ15640611356	0.465479752	0	0.465479752
GQ49162711358	DQ45616211455	0.465571309	0	0.465571309
GQ44909211375	HM12426011479	0.465586233	0	0.465586233
DQ45587611442	HQ78298711439	0.465786973	0	0.465786973
JADE01000006184367185846	GQ87173611483	0.465793004	0	0.465793004
DQ45616211455	HQ74654411445	0.465923099	0	0.465923099
GQ86728911454	DQ45595811447	0.465927006	0	0.465927006
GU30309611487	JQ18332411323	0.465992079	0	0.465992079
AB50636411521	HW06628811503	0.466043153	0	0.466043153
DQ05736511393	EU47562511376	0.466044721	0	0.466044721
HQ78688811450	HK55708931395	0.466088521	0	0.466088521
AY85047311278	DQ45604411449	0.466278012	0	0.466278012
FJ51300511375	DQ05736511393	0.466676601	0	0.466676601
AY85047311278	AM18307411431	0.46682768	0	0.46682768
GQ86755811454	EF40057011480	0.466866322	0	0.466866322
FJ36774511325	BALC01000015511634	0.466939565	0	0.466939565
GQ17550711446	HM81322711345	0.467062355	0	0.467062355
FN82137711489	FJ95069411472	0.467176523	0	0.467176523
AB50636411521	GU30309611487	0.467179955	0	0.467179955
DQ79331511293	HM18496811494	0.467183853	0	0.467183853
FJ50693011375	KF49452111281	0.467202639	0	0.467202639
AB50636411521	AM27891811450	0.467256994	0	0.467256994
FJ44006711432	GQ44825311400	0.467263395	0	0.467263395
AY91629411399	KF84261711434	0.467329493	0	0.467329493
GQ86755811454	HQ76509711454	0.467646133	0	0.467646133
JN00130311458	DQ45616211455	0.467683731	0	0.467683731
HQ81483311443	DQ79376411391	0.467759705	0	0.467759705
GU12817511435	GQ44825311400	0.46780913	0	0.46780913
GQ44909211375	KF84254211376	0.46786212	0	0.46786212
GQ87173111497	JN01265811453	0.467872356	0	0.467872356
JQ18332411323	GU30304711480	0.467936322	0	0.467936322
GQ86728911454	AM27891811450	0.468033094	0	0.468033094
DQ45582811453	HQ78298711439	0.468052282	0	0.468052282
JX09563111390	JQ18332411323	0.468071263	0	0.468071263
GQ86744511457	DQ45616211455	0.468091728	0	0.468091728
EU79113411555	GQ26787611424	0.468103993	0	0.468103993
GQ49162711358	HQ78298711439	0.468235569	0	0.468235569
EU46426111366	AJ81213811313	0.468341357	0	0.468341357
DQ05738311395	AF37622411330	0.468428289	0	0.468428289
JN00130311458	HQ81483311443	0.46847629	0	0.46847629
HQ75206111437	KF84251011388	0.468502315	0	0.468502315
AM27891811450	KF84343511433	0.468524976	0	0.468524976
FJ36774511325	JX09563111390	0.468530977	0	0.468530977
HM18496811494	GQ87173611483	0.468682536	0	0.468682536
AY85047511248	KF84343511433	0.468717776	0	0.468717776
FP92906038375503	GQ44879311388	0.468723606	0	0.468723606
GQ49162711358	HW06642411487	0.468835081	0	0.468835081
HQ76509711454	FJ37067611358	0.468875086	0	0.468875086
DQ05738311395	DQ45616211455	0.468959287	0	0.468959287
DQ79353011296	AY85047311278	0.469218478	0	0.469218478
JX09563111390	KF84343511433	0.46922634	0	0.46922634
GQ49138911368	HQ75182011441	0.46944468	0	0.46944468
EF40403411522	KF84261711434	0.469454462	0	0.469454462
DQ67354511497	DQ45615511438	0.469512724	0	0.469512724
FJ36299611347	HQ78298711439	0.469543096	0	0.469543096
DQ05737511392	DQ45647811451	0.469666214	0	0.469666214
HW06628411495	HQ78298711439	0.469681936	0	0.469681936
FJ37067611358	DQ05736511393	0.469864913	0	0.469864913
GQ87172811492	FN56328811442	0.469880112	0	0.469880112
KF49452111281	GQ49162711358	0.469925331	0	0.469925331
JX09540411393	AY85047311278	0.469988585	0	0.469988585
GU30304711480	HM18496811494	0.470489973	0	0.470489973
HK55556511485	KF84205811407	0.470512645	0	0.470512645
AY85047511248	FJ36774511325	0.470540153	0	0.470540153
BALC01000015511634	KF84343511433	0.470593239	0	0.470593239
GQ44879311388	GQ13340211374	0.470722216	0	0.470722216
GQ07075411388	DQ05741111426	0.47075636	0	0.47075636
JQ18332411323	JADE01000006184367185846	0.470791761	0	0.470791761
GQ49162711358	EU47562511376	0.470956213	0	0.470956213
HQ78543611450	DQ34233411517	0.471134025	0	0.471134025
DQ05740211391	FJ36299611347	0.471204172	0	0.471204172
EF40403411522	AY85047311278	0.471205925	0	0.471205925
FJ95069411472	GQ86425211491	0.471215314	0	0.471215314
AB96960111522	FJ94706511274	0.471220239	0	0.471220239
EU46426111366	FN66728811488	0.471280615	0	0.471280615
GQ17550911455	JF92030911340	0.471398081	0	0.471398081
GQ49138911368	HQ78392411435	0.471662376	0	0.471662376
ADCP0200000111632431164781	GQ17542711430	0.471745262	0	0.471745262
DQ45619711490	DQ67354511497	0.471827535	0	0.471827535
AY85047311278	GQ45127311498	0.471838331	0	0.471838331
DQ07152111496	DQ45637711455	0.471900501	0	0.471900501
GQ44909211375	JF92030911340	0.47200654	0	0.47200654
BALC01000015511634	JADE01000006184367185846	0.472143838	0	0.472143838
GQ17544811452	AB50636411521	0.472194552	0	0.472194552
FJ36774511325	DQ80866911368	0.472260426	0	0.472260426
JQ18332411323	HM18496811494	0.472293015	0	0.472293015
FJ50693011375	FJ36299611347	0.472333165	0	0.472333165
FJ36299611347	GQ44879311388	0.472352876	0	0.472352876
AY85047511248	GQ87173611483	0.472406702	0	0.472406702
HM81322711345	AY85047311278	0.472489104	0	0.472489104
DQ79917111319	GQ86744511457	0.472512119	0	0.472512119
HW06628411495	AB50636411521	0.472531266	0	0.472531266
CDYK010401793051788	AY85047311278	0.472584542	0	0.472584542
AM27891811450	JQ18332411323	0.472640009	0	0.472640009
GQ86744511457	HK55708931395	0.472770677	0	0.472770677
AB50636411521	KF84261711434	0.472821149	0	0.472821149
GQ86425211491	GQ44847111385	0.472851762	0	0.472851762
GQ44825611427	GQ44892911311	0.47326373	0	0.47326373
BALC01000015511634	DQ80866911368	0.473265072	0	0.473265072
HQ78789311439	DQ05736511393	0.473297235	0	0.473297235
DQ45643411440	DQ05739811389	0.473410996	0	0.473410996
DQ45582811453	DQ45616211455	0.473451511	0	0.473451511
EF02527511437	FJ50551511377	0.473524462	0	0.473524462
AY85047311278	GQ44841811378	0.473603367	0	0.473603367
GQ86425211491	DQ05736511393	0.473657496	0	0.473657496
AY85047511248	GU30309611487	0.47381373	0	0.47381373
DQ05740211391	GQ13340211374	0.473857477	0	0.473857477
FP92906038375503	DQ45587611442	0.473911846	0	0.473911846
AM69740511465	DQ05736511393	0.47394692	0	0.47394692
JX09563111390	JADE01000006184367185846	0.474092667	0	0.474092667
HW06628411495	FN66728811488	0.474251211	0	0.474251211
DQ07152111496	HQ78392411435	0.474275953	0	0.474275953
DQ45616211455	DQ05736511393	0.474286117	0	0.474286117
AM27891811450	FJ36774511325	0.474343085	0	0.474343085
HQ81483311443	FJ36299611347	0.474370614	0	0.474370614
AB93485211327	KF84261711434	0.47443196	0	0.47443196
GQ87173111497	AJ81198411368	0.474524976	0	0.474524976
KF84343511433	DQ80866911368	0.474525046	0	0.474525046
GQ87173111497	AF37622411330	0.474586722	0	0.474586722
DQ45637711455	HQ75206111437	0.474646201	0	0.474646201
HW06645311493	DQ80166411390	0.474648549	0	0.474648549
AB96960111522	AF37622911349	0.474679085	0	0.474679085
HQ78789311439	HQ78298711439	0.474769884	0	0.474769884
FP92906038375503	DQ79376411391	0.474910224	0	0.474910224
GQ17545811439	HQ81505411440	0.475069348	0	0.475069348
DQ45587611442	GQ13340211374	0.475078516	0	0.475078516
GQ44869111388	GQ13012211447	0.475147307	0	0.475147307
GQ17542711430	GQ44825311400	0.475238463	0	0.475238463
GQ17550911455	AY85047311278	0.475312173	0	0.475312173
GQ17537511452	DQ05738711394	0.475373541	0	0.475373541
KF84261711434	GU30304711480	0.475391005	0	0.475391005
AB61505111516	FN66728811488	0.475398285	0	0.475398285
KF84261711434	DQ79331511293	0.475443371	0	0.475443371
FJ50693011375	AY97925411338	0.475443787	0	0.475443787
DQ80866911368	GQ87173611483	0.475497596	0	0.475497596
DQ05742211460	GQ86425211491	0.475593948	0	0.475593948
AJ81198411368	AF37622911349	0.475660799	0	0.475660799
HQ78789311439	AM69740511465	0.475684552	0	0.475684552
EU46426111366	GQ86728911454	0.475820659	0	0.475820659
AY85047511248	BALC01000015511634	0.475853293	0	0.475853293
GQ87173111497	HM12426011479	0.47595479	0	0.47595479
GQ17550911455	GQ17538411420	0.475984879	0	0.475984879
AB50636411521	DQ45585311451	0.476067313	0	0.476067313
GU30304711480	KF84343511433	0.476108833	0	0.476108833
GQ17537511452	AF37622411330	0.476250125	0	0.476250125
HW06628411495	HM18496811494	0.476374409	0	0.476374409
JADE01000006184367185846	KF84343511433	0.476468496	0	0.476468496
GQ87172811492	AM69740511465	0.47658654	0	0.47658654
GQ86755811454	GQ87172811492	0.476686898	0	0.476686898
AM27891811450	BALC01000015511634	0.476979351	0	0.476979351
FP92906038375503	AM69740511465	0.47706575	0	0.47706575
FP92906038375503	FN56328811442	0.477070756	0	0.477070756
ADCP0200000111632431164781	AY85047311278	0.477160144	0	0.477160144
GQ17545811439	HW06628411495	0.477219227	0	0.477219227
DQ45637711455	FJ51300511375	0.477292134	0	0.477292134
GQ87173111497	HQ78392411435	0.477630246	0	0.477630246
DQ05740211391	GQ44879311388	0.477645873	0	0.477645873
HQ81483311443	EF02523011453	0.477665316	0	0.477665316
HW06628411495	GQ86425211491	0.477707815	0	0.477707815
DQ05737511392	HQ78298711439	0.477780165	0	0.477780165
GQ87173111497	JF92030911340	0.477896454	0	0.477896454
FN56328811442	DQ05736511393	0.477899712	0	0.477899712
AB50636411521	DQ45595811447	0.47797722	0	0.47797722
AB93485211327	JADE01000006184367185846	0.478040394	0	0.478040394
HM18496811494	KF84343511433	0.478045106	0	0.478045106
GQ17537511452	GQ86425211491	0.478070931	0	0.478070931
GQ13012211447	DQ45595811447	0.478083949	0	0.478083949
JN00130311458	HQ78298711439	0.478259627	0	0.478259627
AY85047311278	GQ15640611356	0.478374867	0	0.478374867
GU12817511435	GQ13340211374	0.478408016	0	0.478408016
GQ17544811452	AY85047311278	0.478433199	0	0.478433199
FP92906038375503	DQ45647811451	0.478494777	0	0.478494777
KF84261711434	AJ81213811313	0.479138908	0	0.479138908
FN66728811488	HQ78061411484	0.479290554	0	0.479290554
GQ44909211375	GU12817511435	0.479452347	0	0.479452347
GQ17550911455	KF49452111281	0.479459248	0	0.479459248
DQ45643411440	GQ17550911455	0.479492312	0	0.479492312
AF37620111336	JQ24810811597	0.479620317	0	0.479620317
AM27891811450	GU30309611487	0.479673935	0	0.479673935
FJ50693011375	GQ86425211491	0.479760553	0	0.479760553
AJ81213811313	DQ80658811403	0.479803828	0	0.479803828
GQ17550911455	DQ79376411391	0.479860418	0	0.479860418
AF37622911349	AM69740511465	0.479977573	0	0.479977573
DQ05738311395	DQ05740211391	0.480058092	0	0.480058092
HK55708931395	HQ74654411445	0.480065716	0	0.480065716
GQ49162711358	JN01268011450	0.480275631	0	0.480275631
KF84261711434	JX09563111390	0.480345964	0	0.480345964
DQ05738311395	GQ17537511452	0.480490413	0	0.480490413
FN66728811488	GQ15640611356	0.480569507	0	0.480569507
GQ87173111497	HQ76509711454	0.480687726	0	0.480687726
KF49452111281	DQ05736511393	0.480721176	0	0.480721176
GQ44869111388	KF84261711434	0.480856584	0	0.480856584
DQ45582811453	GQ44879311388	0.480929938	0	0.480929938
AM27891811450	GQ87173611483	0.481209934	0	0.481209934
DQ45587611442	GQ17550911455	0.48133745	0	0.48133745
FJ95069411472	FJ94706511274	0.481421884	0	0.481421884
GQ49162711358	HK55708931395	0.4819659	0	0.4819659
HQ81505411440	AF37620111336	0.481995444	0	0.481995444
HQ76509711454	HW06645311493	0.482146657	0	0.482146657
HQ81505411440	GQ17537511452	0.482335722	0	0.482335722
